Timestamp_ms,I_Component,Q_Component
3,0.027450980392156765,-0.4980392156862745
3,-0.0117647058823529,0.19999999999999996
3,-0.1843137254901961,0.2078431372549019
3,0.0980392156862746,-0.4901960784313726
3,0.12941176470588234,-0.11372549019607847
3,0.21568627450980382,-0.06666666666666665
3,0.0352941176470587,-0.403921568627451
3,0.0980392156862746,-0.08235294117647063
3,0.3019607843137255,-0.24705882352941178
3,-0.0117647058823529,0.16862745098039222
3,0.2549019607843137,0.28627450980392144
3,-0.019607843137254943,0.09019607843137245
3,-0.10588235294117654,-0.5058823529411764
3,-0.12941176470588234,-0.2705882352941177
3,-0.33333333333333337,0.019607843137254832
3,-0.04313725490196085,0.019607843137254832
3,-0.3176470588235294,0.2705882352941176
3,0.06666666666666665,0.388235294117647
3,0.37254901960784315,0.08235294117647052
3,0.11372549019607847,-0.09019607843137256
3,0.05882352941176472,-0.2313725490196079
3,0.11372549019607847,-0.2549019607843137
3,-0.07450980392156858,0.2941176470588236
3,-0.17647058823529416,0.12941176470588234
3,0.6392156862745098,-0.33333333333333337
3,0.26274509803921564,0.05882352941176472
3,0.19999999999999996,0.0980392156862746
3,0.08235294117647052,-0.3411764705882353
3,-0.04313725490196085,-0.4274509803921569
3,-0.0039215686274509665,0.0117647058823529
3,-0.050980392156862786,0.13725490196078427
3,-0.1215686274509804,0.19999999999999996
3,-0.03529411764705881,0.027450980392156765
3,-0.03529411764705881,0.050980392156862786
3,0.1450980392156862,-0.21568627450980393
3,0.04313725490196085,-0.2313725490196079
3,-0.30980392156862746,-0.04313725490196085
3,0.10588235294117654,-0.019607843137254943
3,0.23921568627450984,-0.0039215686274509665
3,0.19215686274509802,-0.06666666666666665
3,0.3176470588235294,0.23921568627450984
3,0.2549019607843137,-0.13725490196078427
3,0.0039215686274509665,-0.19215686274509802
3,0.11372549019607847,0.21568627450980382
3,0.13725490196078427,0.26274509803921564
3,0.1843137254901961,0.33333333333333326
3,0.23921568627450984,0.43529411764705883
3,0.3411764705882352,-0.08235294117647063
3,0.46666666666666656,-0.15294117647058825
3,0.16078431372549007,0.45882352941176463
3,0.05882352941176472,-0.0117647058823529
3,-0.0117647058823529,0.3411764705882352
3,-0.17647058823529416,-0.2705882352941177
3,0.388235294117647,-0.06666666666666665
3,0.3176470588235294,0.2784313725490195
3,-0.13725490196078427,-0.0039215686274509665
3,0.0352941176470587,-0.06666666666666665
3,-0.0117647058823529,0.1215686274509804
3,-0.3019607843137255,0.08235294117647052
3,0.13725490196078427,0.0117647058823529
3,0.4274509803921569,0.1843137254901961
3,0.2705882352941176,-0.027450980392156876
3,0.019607843137254832,0.05882352941176472
3,0.15294117647058814,0.05882352941176472
3,-0.28627450980392155,0.0980392156862746
3,-0.2313725490196079,0.5450980392156863
3,-0.0117647058823529,0.2313725490196079
3,-0.027450980392156876,0.21568627450980382
3,-0.17647058823529416,-0.37254901960784315
3,0.07450980392156858,0.050980392156862786
3,-0.17647058823529416,-0.4901960784313726
3,0.0117647058823529,-0.26274509803921564
3,-0.08235294117647063,0.09019607843137245
3,-0.09019607843137256,-0.22352941176470587
3,0.3411764705882352,0.19215686274509802
3,0.04313725490196085,-0.1215686274509804
3,-0.0039215686274509665,-0.22352941176470587
3,-0.21568627450980393,0.12941176470588234
3,-0.17647058823529416,0.11372549019607847
3,-0.3019607843137255,0.2313725490196079
3,-0.027450980392156876,0.2313725490196079
3,-0.3019607843137255,-0.027450980392156876
3,-0.37254901960784315,0.04313725490196085
3,0.1215686274509804,-0.17647058823529416
3,-0.03529411764705881,-0.3254901960784313
3,0.10588235294117654,0.04313725490196085
3,0.05882352941176472,0.019607843137254832
3,0.19215686274509802,-0.6392156862745098
3,0.13725490196078427,0.0117647058823529
3,0.6470588235294117,-0.3411764705882353
3,0.2941176470588236,-0.10588235294117654
3,-0.1215686274509804,-0.11372549019607847
3,-0.12941176470588234,-0.04313725490196085
3,-0.5686274509803921,-0.39607843137254906
3,-0.17647058823529416,-0.19215686274509802
3,0.09019607843137245,0.050980392156862786
3,0.21568627450980382,0.09019607843137245
3,0.5137254901960784,-0.16862745098039222
3,0.08235294117647052,-0.3803921568627451
3,-0.050980392156862786,0.11372549019607847
3,-0.050980392156862786,0.07450980392156858
3,-0.0980392156862745,0.43529411764705883
3,0.3803921568627451,0.16862745098039222
3,0.24705882352941178,-0.0117647058823529
3,0.17647058823529416,0.10588235294117654
