timestamp,peak_value
2025-06-21T11:04:52.993228,0.1919982474650838
2025-06-21T11:04:52.993228,0.07419818416369324
2025-06-21T11:04:52.993228,0.08060731080076759
2025-06-21T11:04:52.993228,0.07232342083922745
2025-06-21T11:04:52.993228,0.08318630301810129
2025-06-21T11:04:52.993228,0.07379795786670833
2025-06-21T11:04:52.993228,0.07661104212307308
2025-06-21T11:04:52.993228,0.08847209624962685
2025-06-21T11:04:52.993228,0.06681932636634727
2025-06-21T11:04:52.993228,0.06974864791907145
2025-06-21T11:04:52.993228,0.08121417447502235
2025-06-21T11:04:52.993228,0.08097335839267603
2025-06-21T11:04:52.993228,0.06816617349825424
2025-06-21T11:04:52.993228,0.09852589341112641
2025-06-21T11:04:52.993228,0.0746467725478035
2025-06-21T11:04:52.993228,0.07878795802036709
2025-06-21T11:04:52.993228,0.07191677418151488
2025-06-21T11:04:52.993228,0.08936534756777051
2025-06-21T11:04:52.993228,0.07018504175176318
2025-06-21T11:04:52.993228,0.06756692832767572
2025-06-21T11:04:52.993228,0.08745670154243708
2025-06-21T11:04:52.993228,0.09999024432006935
2025-06-21T11:04:52.993228,0.06851655032833441
2025-06-21T11:04:52.993228,0.06687211407799665
2025-06-21T11:04:52.993228,0.07308711489031446
2025-06-21T11:04:52.993228,0.09727442461557419
2025-06-21T11:04:52.993228,0.11601434144595837
2025-06-21T11:04:52.993228,0.07404780193197555
2025-06-21T11:04:52.993228,0.1233689337406408
2025-06-21T11:04:52.993228,0.10809417443796485
2025-06-21T11:04:52.993228,0.07919197255901471
2025-06-21T11:04:52.993228,0.10661738777557617
2025-06-21T11:04:52.993228,0.08025491708098069
2025-06-21T11:04:52.993228,0.06734750763051696
2025-06-21T11:04:52.993228,0.07155847618605463
2025-06-21T11:04:52.993228,0.08718635320981646
2025-06-21T11:04:52.993228,0.07922140716415563
2025-06-21T11:04:52.993228,0.07334772802157238
2025-06-21T11:04:52.993228,0.06734954962443199
2025-06-21T11:04:52.993228,0.07366184802628935
2025-06-21T11:04:52.993228,0.07029808799700013
2025-06-21T11:04:52.993228,0.07493999118642627
2025-06-21T11:04:52.993228,0.08567706441815766
